學期,學號,取得學分,操行,班排百分比,就學現況,入學身分,入學方式,畢業方式,身心狀況,原住民,新住民,新住民(國籍),入學年,名單中
109-1,10823***,14,83,0.729166667,新生,一般生,獨招,一般,正常,無,無,,108,一般生
109-1,10825***,16,84,0.75,新生,一般生,獨招,一般,正常,無,無,,108,一般生
109-1,10829***,12,84,0.770833333,轉學新生,一般生,轉學,,正常,無,無,,108,一般生
109-1,10825***,14,83,0.791666667,新生,一般生,獨招,一般,正常,無,無,,108,一般生
109-1,10823***,16,83,0.8125,新生,一般生,獨招,一般,正常,無,無,,108,一般生
109-1,10823***,16,83,0.833333333,新生,一般生,獨招,一般,正常,無,無,,108,一般生
109-1,10823***,14,83,0.854166667,新生,一般生,獨招,一般,正常,無,無,,108,一般生
109-1,10825***,14,83,0.895833333,新生,一般生,獨招,一般,正常,無,無,,108,一般生
109-1,10823***,10,83,0.916666667,新生,一般生,獨招,一般,正常,無,無,,108,一般生
109-1,10825***,10,83,0.958333333,新生,一般生,獨招,一般,正常,無,無,,108,一般生
109-1,10923***,14,82,0.020408163,新生,一般生,獨招,一般,正常,無,新住民,越南,109,一般生
109-1,10923***,14,82,0.06122449,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.06122449,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.102040816,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.12244898,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,89,0.142857143,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.163265306,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,89,0.183673469,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.204081633,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.224489796,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.244897959,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.265306122,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.265306122,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.306122449,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,84,0.326530612,新生,一般生,獨招,肄業,正常,無,無,,109,一般生
109-1,10923***,14,82,0.346938776,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.367346939,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.367346939,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,83,0.408163265,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.428571429,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.448979592,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.489795918,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.530612245,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.551020408,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.571428571,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,84,0.612244898,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.632653061,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.653061224,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.693877551,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.714285714,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.734693878,新生,一般生,獨招,肄業,正常,無,無,,109,一般生
109-1,10923***,14,82,0.755102041,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.775510204,新生,一般生,獨招,肄業,正常,無,無,,109,一般生
109-1,10923***,14,84,0.816326531,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.857142857,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,12,82,0.897959184,新生,一般生,獨招,肄業,正常,無,無,,109,一般生
109-1,10923***,8,82,0.979591837,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.019607843,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,88,0.039215686,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.058823529,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,87,0.098039216,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.117647059,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.117647059,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,85,0.156862745,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,85,0.156862745,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.196078431,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,93,0.215686275,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.235294118,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,86,0.254901961,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,83,0.274509804,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,85,0.294117647,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.31372549,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.333333333,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.352941176,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.470588235,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,89,0.490196078,新生,一般生,獨招,肄業,正常,無,無,,109,一般生
109-1,10923***,16,84,0.509803922,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.529411765,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,10,83,0.549019608,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.588235294,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.647058824,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.666666667,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,83,0.68627451,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,83,0.745098039,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,12,84,0.764705882,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,12,84,0.784313725,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,2,84,0.941176471,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,90,0.019607843,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,89,0.039215686,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,85,0.078431373,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,85,0.098039216,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,82,0.117647059,新生,一般生,獨招,肄業,正常,無,無,,109,一般生
109-1,10923***,16,85,0.137254902,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,82,0.156862745,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,83,0.176470588,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,83,0.215686275,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.274509804,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,85,0.294117647,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.31372549,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,85,0.333333333,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,85,0.352941176,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,85,0.37254902,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,87,0.392156863,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,85,0.411764706,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.431372549,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,82,0.470588235,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.529411765,新生,一般生,獨招,肄業,正常,無,無,,109,一般生
109-1,10923***,16,82,0.549019608,新生,一般生,獨招,肄業,正常,無,無,,109,一般生
109-1,10923***,16,85,0.568627451,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,84,0.588235294,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,82,0.607843137,新生,一般生,獨招,肄業,正常,無,無,,109,一般生
109-1,10923***,16,84,0.647058824,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10924***,16,85,0.666666667,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,83,0.68627451,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,16,88,0.705882353,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,14,82,0.764705882,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10923***,8,82,0.843137255,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10924***,8,82,0.901960784,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10919***,12,91,0.066666667,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10919***,15,91,0.133333333,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-1,10919***,12,91,0.266666667,新生,一般生,推薦甄選,一般,正常,無,無,,109,一般生
109-1,10919***,12,86,0.666666667,新生,一般生,獨招,一般,正常,無,無,,109,一般生
109-2,10711***,14,86,0.018867925,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,12,87,0.037735849,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,17,87,0.056603774,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,15,90,0.075471698,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,14,86,0.094339623,新生,一般生,繁星入學,一般,正常,無,無,,107,一般生
109-2,10719***,23,86,0.113207547,轉學新生,一般生,轉學,,正常,無,無,,107,一般生
109-2,10711***,12,86,0.132075472,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
109-2,10711***,12,90,0.150943396,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
109-2,10711***,13,89,0.169811321,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,12,89,0.188679245,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,12,86,0.20754717,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
109-2,10711***,21,93,0.226415094,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10719***,25,86,0.245283019,轉學新生,一般生,轉學,,正常,無,無,,107,一般生
109-2,10710***,21,86,0.264150943,轉系(科生),一般生,獨招,一般,正常,無,無,,107,一般生
109-2,10711***,12,86,0.283018868,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10710***,18,84,0.301886792,轉系(科生),一般生,獨招,一般,正常,無,無,,107,一般生
109-2,10711***,15,82,0.320754717,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
109-2,10719***,23,87,0.339622642,轉學新生,一般生,轉學,,正常,無,無,,107,一般生
109-2,10711***,14,88,0.358490566,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,15,87,0.377358491,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
109-2,10711***,13,84,0.396226415,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,12,87,0.41509434,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,12,86,0.433962264,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,14,84,0.452830189,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
109-2,10711***,12,86,0.471698113,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,12,84,0.490566038,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,19,82,0.509433962,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10719***,18,82,0.528301887,轉學新生,一般生,轉學,,正常,無,無,,107,一般生
109-2,10711***,12,89,0.547169811,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,12,86,0.566037736,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,10,89,0.58490566,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,12,94,0.603773585,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
109-2,10711***,19,84,0.622641509,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,13,89,0.641509434,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,19,84,0.660377358,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10719***,22,86,0.679245283,轉學新生,一般生,轉學,,正常,無,無,,107,一般生
109-2,10719***,23,84,0.698113208,轉學新生,一般生,轉學,,正常,無,無,,107,一般生
109-2,10711***,12,84,0.716981132,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,17,84,0.735849057,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,14,84,0.754716981,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
109-2,10711***,18,85,0.773584906,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
109-2,10719***,22,84,0.79245283,轉學新生,一般生,轉學,,正常,無,無,,107,一般生
109-2,10711***,16,85,0.811320755,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,18,87,0.830188679,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,24,86,0.849056604,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,10,84,0.867924528,新生,一般生,甄選入學,一般,正常,無,無,,107,一般生
109-2,10711***,19,84,0.886792453,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
109-2,10719***,19,85,0.905660377,轉學新生,一般生,轉學,,正常,無,無,,107,一般生
109-2,10711***,12,84,0.924528302,新生,一般生,聯合分發,一般,正常,無,無,,107,一般生
